Order ID,Order Date,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Column 1,Column 2
10442,10/11/2023,Indrajit Dave,South,Hyderabad,Groceries,Spices,Spices Eius,2,14992,20,23987,3758,UPI,,
10443,4/19/2025,Nitya Sastry,West,Ahmedabad,Furniture,Sofa,Sofa Ad,2,52604,20,84166,15279,UPI,,
10444,2/10/2024,Hunar Bedi,North,Jaipur,Sports,Tennis Racket,Tennis Racket Placeat,4,48951,15,166433,32499,UPI,,
10445,2/9/2025,Hrishita Jani,East,Guwahati,Books,Non-Fiction,Non-Fiction Nam,1,62525,0,62525,11292,UPI,,
10446,4/15/2025,Shray Raja,West,Surat,Toys,RC Car,RC Car Itaque,2,72207,5,137193,20209,Net Banking,,
10447,2/17/2025,Ehsaan Sawhney,East,Ranchi,Furniture,Chair,Chair Voluptate,2,6537,5,12420,667,Debit Card,,
10448,10/5/2024,Miraan Khanna,East,Kolkata,Clothing,Women's Wear,Women's Wear In,4,12606,5,47903,3220,Credit Card,,
10449,8/17/2025,Ranbir Suresh,South,Thiruvananthapuram,Furniture,Sofa,Sofa Expedita,5,21916,0,109580,6333,UPI,,
10450,6/9/2025,Aarav Singhal,East,Patna,Toys,Action Figure,Action Figure Minus,4,33930,5,128934,25079,Credit Card,,
10451,11/29/2024,Aniruddh Doctor,West,Ahmedabad,Clothing,Shoes,Shoes Hic,4,31978,10,115121,25070,Credit Card,,
10452,2/24/2025,Siya Thaker,North,Delhi,Sports,Tennis Racket,Tennis Racket Illo,4,71504,15,243114,37086,Net Banking,,
10453,9/29/2025,Taran Kakar,South,Bangalore,Books,Textbook,Textbook Quam,3,6748,5,19232,2134,COD,,
10454,8/30/2025,Trisha Mandal,East,Kolkata,Furniture,Bed,Bed Ab,1,27172,20,21738,4454,COD,,
10455,7/6/2024,Sumer Vasa,North,Lucknow,Sports,Yoga Mat,Yoga Mat Distinctio,2,9422,20,15075,2186,Net Banking,,
10456,5/2/2024,Krish Kannan,East,Ranchi,Clothing,Men's Wear,Men's Wear Recusandae,3,15194,10,41024,3098,UPI,,
10457,4/1/2025,Ojas Chaudhary,East,Ranchi,Beauty,Perfume,Perfume Quibusdam,5,27257,5,129471,24295,Net Banking,,
10458,10/3/2024,Reyansh Handa,North,Jaipur,Electronics,Mobile,Mobile Nihil,4,35540,10,127944,17285,Net Banking,,
10459,2/27/2025,Hiran Sinha,West,Ahmedabad,Toys,Puzzle,Puzzle Doloribus,2,19081,0,38162,5166,COD,,
10460,1/17/2025,Tanya Tak,South,Hyderabad,Clothing,Men's Wear,Men's Wear Repudiandae,5,7721,0,38605,2917,UPI,,
10461,7/8/2024,Ivana Sahota,East,Kolkata,Toys,Action Figure,Action Figure Numquam,3,5314,10,14348,1830,Credit Card,,
10462,12/27/2023,Armaan Hora,South,Thiruvananthapuram,Books,Textbook,Textbook Iste,5,33808,15,143684,23356,Credit Card,,
10463,4/9/2025,Vanya Upadhyay,North,Jaipur,Electronics,Mobile,Mobile Quo,5,18349,10,82571,15016,Net Banking,,
10464,2/25/2024,Shalv Mallick,East,Ranchi,Clothing,Women's Wear,Women's Wear Voluptatum,3,4938,20,11851,654,UPI,,
10465,3/4/2025,Hridaan Dyal,North,Chandigarh,Kitchen,Cookware Set,Cookware Set Repellat,4,22056,20,70579,8812,Debit Card,,
10466,3/9/2024,Heer Varghese,South,Bangalore,Clothing,Women's Wear,Women's Wear Fugiat,2,61626,15,104764,7900,Net Banking,,
10467,1/31/2024,Kiaan Bhat,North,Jaipur,Groceries,Sugar,Sugar Fugit,4,46513,0,186052,21722,UPI,,
10468,3/22/2024,Urvi Vora,North,Chandigarh,Electronics,Laptop,Laptop Magni,3,71994,15,183585,12295,Net Banking,,
10469,5/19/2025,Urvi Shroff,East,Ranchi,Electronics,Laptop,Laptop Sit,1,9724,20,7779,1283,COD,,
10470,7/13/2025,Aradhya Jayaraman,North,Jaipur,Clothing,Men's Wear,Men's Wear Explicabo,5,35560,20,142240,33227,UPI,,
10471,10/1/2024,Aayush Boase,East,Guwahati,Furniture,Sofa,Sofa Suscipit,5,26114,15,110985,24940,Credit Card,,
10472,8/30/2025,Vedika Arora,East,Kolkata,Sports,Tennis Racket,Tennis Racket Molestiae,5,59190,0,295950,41812,UPI,,
10473,11/26/2024,Charvi Gulati,South,Bangalore,Groceries,Sugar,Sugar Temporibus,2,21758,0,43516,5432,Debit Card,,
10474,10/19/2024,Kavya Chokshi,East,Ranchi,Toys,Board Game,Board Game Nulla,5,11362,5,53970,6503,Debit Card,,
10475,6/18/2024,Amani Sanghvi,West,Surat,Groceries,Oil,Oil Aliquam,3,4902,5,13971,1272,Debit Card,,
10476,2/25/2025,Priyansh Ghose,East,Patna,Home Decor,Cushion,Cushion Labore,5,35330,0,176650,21282,COD,,
10477,8/19/2024,Kavya Kade,North,Jaipur,Kitchen,Microwave,Microwave Cumque,1,60344,0,60344,3393,COD,,
10478,2/12/2025,Khushi Kunda,South,Bangalore,Beauty,Perfume,Perfume Maxime,5,65116,0,325580,68225,COD,,
10479,5/20/2024,Mamooty Boase,North,Delhi,Books,Biography,Biography Eaque,1,51511,15,43784,2675,UPI,,
10480,8/14/2024,Zain Hari,North,Amritsar,Clothing,Accessories,Accessories Repellendus,5,74352,5,353172,60836,COD,,
10481,2/26/2024,Raghav Hegde,North,Jaipur,Books,Non-Fiction,Non-Fiction Architecto,3,34819,15,88788,13088,UPI,,
10482,5/8/2024,Piya Bhattacharyya,East,Ranchi,Furniture,Table,Table Tenetur,3,50549,0,151647,15286,UPI,,
10483,2/24/2025,Aarav Bal,North,Chandigarh,Books,Comics,Comics Eos,2,47370,15,80529,6490,Net Banking,,
10484,4/4/2024,Lagan Thakur,West,Surat,Furniture,Bed,Bed Iure,4,62566,5,237751,37337,Net Banking,,
10485,2/17/2024,Kiara Chahal,South,Hyderabad,Electronics,Mobile,Mobile Sequi,4,27771,10,99976,20889,COD,,
10486,7/2/2025,Farhan Ramachandran,West,Ahmedabad,Home Decor,Vase,Vase Perferendis,2,20696,15,35183,6698,UPI,,
10487,8/19/2024,Suhana Sheth,North,Chandigarh,Books,Non-Fiction,Non-Fiction Optio,4,16614,10,59810,12464,COD,,
10488,1/4/2024,Ritvik Dara,East,Kolkata,Home Decor,Lamp,Lamp At,1,52459,0,52459,7058,COD,,
10489,11/26/2023,Suhana Bumb,East,Guwahati,Furniture,Chair,Chair Tempora,5,37036,15,157403,34631,Net Banking,,
10490,4/25/2025,Nayantara Rajagopalan,West,Pune,Groceries,Oil,Oil Explicabo,5,12910,20,51640,10631,UPI,,
10491,10/16/2023,Damini Madan,South,Chennai,Electronics,Smartwatch,Smartwatch Ipsa,2,25197,5,47874,7675,Net Banking,,
10492,1/30/2024,Neelofar Hans,East,Bhubaneswar,Furniture,Table,Table Ipsum,4,13131,5,49898,11710,UPI,,
10493,12/23/2024,Suhana Mann,East,Ranchi,Electronics,Smartwatch,Smartwatch Consectetur,3,42650,5,121553,18973,COD,,
10494,1/5/2024,Vidur Bahl,West,Pune,Sports,Yoga Mat,Yoga Mat Et,1,9722,0,9722,2292,UPI,,
10495,5/5/2024,Kiaan Gour,West,Ahmedabad,Toys,Doll,Doll Recusandae,3,52458,15,133768,22538,UPI,,
10496,5/21/2025,Divyansh Ratta,South,Bangalore,Furniture,Sofa,Sofa Voluptatibus,3,37296,0,111888,14864,UPI,,
10497,7/7/2024,Heer Kuruvilla,West,Pune,Beauty,Face Cream,Face Cream Corrupti,1,26200,20,20960,2876,Credit Card,,
10498,6/22/2024,Aniruddh Dhingra,East,Bhubaneswar,Kitchen,Refrigerator,Refrigerator Perferendis,4,63437,0,253748,16868,Credit Card,,
10499,2/15/2024,Yashvi Sarraf,South,Coimbatore,Sports,Cricket Bat,Cricket Bat Consequuntur,1,21457,15,18238,1272,COD,,
10500,10/11/2024,Purab Kulkarni,West,Surat,Books,Non-Fiction,Non-Fiction Explicabo,3,43770,15,111614,18435,Net Banking,,
10501,8/29/2024,Anahi Rattan,South,Chennai,Toys,RC Car,RC Car Magnam,1,66334,15,56384,3174,Credit Card,,
10502,1/20/2024,Taimur Krishnamurthy,South,Thiruvananthapuram,Clothing,Shoes,Shoes Totam,2,15293,0,30586,6366,COD,,
10503,10/30/2023,Heer Korpal,East,Kolkata,Kitchen,Cookware Set,Cookware Set Quam,4,8479,5,32220,5866,COD,,
10504,4/24/2024,Dhruv Aurora,North,Amritsar,Kitchen,Refrigerator,Refrigerator Impedit,1,71520,0,71520,9229,Debit Card,,
10505,7/11/2024,Mahika Bail,North,Delhi,Clothing,Kids Wear,Kids Wear Distinctio,4,67045,10,241362,46925,Net Banking,,
10506,3/2/2024,Aarav Bakshi,East,Bhubaneswar,Home Decor,Clock,Clock Necessitatibus,4,5980,10,21528,1168,COD,,
10507,7/19/2024,Parinaaz Bhandari,North,Amritsar,Electronics,Mobile,Mobile Nulla,5,55578,10,250101,15999,Net Banking,,
10508,10/2/2025,Amani Sankaran,East,Guwahati,Books,Textbook,Textbook Doloribus,4,5207,10,18745,3955,COD,,
10509,7/25/2024,Shaan Master,North,Chandigarh,Electronics,Camera,Camera Eius,4,18731,0,74924,17324,Credit Card,,
10510,12/17/2023,Advik Dey,South,Hyderabad,Home Decor,Vase,Vase Beatae,2,54308,10,97754,4988,Credit Card,,
10511,5/12/2025,Samarth Sandhu,East,Guwahati,Books,Non-Fiction,Non-Fiction Pariatur,1,12977,20,10382,1938,COD,,
10512,9/2/2024,Trisha Dutt,West,Ahmedabad,Beauty,Lipstick,Lipstick Illo,2,44567,5,84677,19554,Net Banking,,
10513,1/11/2025,Parinaaz Rama,North,Delhi,Toys,RC Car,RC Car Illo,3,65153,20,156367,11129,Debit Card,,
10514,10/20/2023,Samaira Loyal,South,Bangalore,Beauty,Face Cream,Face Cream Ab,3,45532,0,136596,17650,Credit Card,,
10515,2/24/2024,Raunak Mane,South,Coimbatore,Beauty,Lipstick,Lipstick Tenetur,4,79338,0,317352,24679,COD,,
10516,11/13/2023,Riya Date,West,Goa,Home Decor,Vase,Vase Inventore,1,56926,5,54080,12005,COD,,
10517,4/24/2025,Charvi Brar,South,Chennai,Electronics,Smartwatch,Smartwatch Similique,5,10963,0,54815,8558,Debit Card,,
10518,2/23/2025,Heer Dhawan,West,Pune,Furniture,Table,Table Consequuntur,1,45870,15,38990,5105,Net Banking,,
10519,6/26/2024,Samaira Dugar,West,Pune,Groceries,Spices,Spices Accusantium,4,26461,20,84675,13613,UPI,,
10520,8/27/2024,Sumer Goda,North,Delhi,Home Decor,Clock,Clock Rerum,2,32782,10,59008,4038,Debit Card,,
10521,7/25/2024,Akarsh Balan,North,Chandigarh,Groceries,Wheat,Wheat Voluptatem,5,20811,20,83244,8272,Debit Card,,
10522,8/10/2025,Abram Bansal,West,Pune,Groceries,Rice,Rice Rem,4,53463,5,203159,27827,Debit Card,,
10523,4/23/2024,Bhamini Gulati,North,Jaipur,Clothing,Kids Wear,Kids Wear Quidem,5,40998,10,184491,32779,COD,,
10524,9/14/2024,Nishith Sankar,West,Surat,Books,Non-Fiction,Non-Fiction Ipsam,3,67236,0,201708,45298,Credit Card,,
10525,2/15/2024,Alia Suri,North,Jaipur,Clothing,Kids Wear,Kids Wear Voluptatum,2,74055,15,125894,12613,Credit Card,,
10526,3/22/2024,Raghav Sachdeva,North,Jaipur,Sports,Football,Football Deleniti,4,41803,15,142130,8563,COD,,
10527,3/10/2025,Zain Sarkar,North,Delhi,Kitchen,Refrigerator,Refrigerator Laboriosam,2,59562,0,119124,11695,Debit Card,,
10528,10/13/2023,Mohanlal Kapoor,South,Chennai,Toys,Action Figure,Action Figure Voluptatum,2,17386,20,27818,6886,Credit Card,,
10529,11/12/2023,Faiyaz Rattan,West,Ahmedabad,Kitchen,Mixer Grinder,Mixer Grinder Provident,5,49633,5,235757,32491,Net Banking,,
10530,4/2/2025,Aayush Sood,North,Chandigarh,Kitchen,Cookware Set,Cookware Set Nulla,1,55908,20,44726,9396,Debit Card,,
10531,8/19/2024,Shamik Ahluwalia,East,Bhubaneswar,Kitchen,Cookware Set,Cookware Set Recusandae,5,24980,15,106165,19709,COD,,
10532,1/23/2025,Ishaan Chopra,East,Bhubaneswar,Clothing,Shoes,Shoes Quos,2,38692,10,69646,12770,Debit Card,,
10533,12/11/2024,Seher Dhar,East,Patna,Books,Biography,Biography Eaque,1,58312,0,58312,11073,Credit Card,,
10534,12/27/2024,Ishita De,West,Mumbai,Beauty,Lipstick,Lipstick Autem,3,3838,15,9787,2213,COD,,
10535,3/21/2024,Miraya Aurora,North,Amritsar,Clothing,Shoes,Shoes Autem,5,12918,20,51672,11810,Net Banking,,
10536,6/7/2024,Indranil Lall,East,Guwahati,Furniture,Bed,Bed Iure,2,42366,0,84732,5238,UPI,,
10537,5/4/2025,Tiya Sandhu,South,Bangalore,Groceries,Wheat,Wheat Minima,3,21031,0,63093,8195,Credit Card,,
10538,10/11/2023,Madhav Mandal,East,Bhubaneswar,Toys,Doll,Doll Culpa,2,75125,5,142738,11387,Net Banking,,
10539,10/31/2023,Navya Kale,South,Chennai,Furniture,Cabinet,Cabinet Deleniti,4,78412,20,250918,33577,UPI,,
10540,4/7/2024,Pari Agate,South,Chennai,Kitchen,Juicer,Juicer Excepturi,3,43921,10,118587,28063,Debit Card,,
10541,11/22/2024,Shanaya Gokhale,North,Delhi,Sports,Football,Football Dolorem,3,59907,0,179721,40381,Credit Card,,
10542,7/29/2025,Vivaan Ranganathan,East,Kolkata,Electronics,Smartwatch,Smartwatch At,1,60217,0,60217,4725,Credit Card,,
10543,9/1/2025,Prerak Barad,East,Guwahati,Furniture,Cabinet,Cabinet Ullam,1,26901,20,21521,1786,Credit Card,,
10544,11/27/2024,Akarsh Chacko,North,Delhi,Kitchen,Cookware Set,Cookware Set Minus,1,38082,10,34274,2234,Net Banking,,
10545,5/13/2024,Faiyaz Srinivas,South,Bangalore,Beauty,Foundation,Foundation Ullam,3,43323,0,129969,13216,COD,,
10546,3/4/2024,Yasmin Vala,South,Chennai,Kitchen,Juicer,Juicer Inventore,5,68608,0,343040,77964,Net Banking,,
10547,9/5/2024,Parinaaz Swaminathan,South,Chennai,Books,Textbook,Textbook Quibusdam,1,43488,20,34790,7099,UPI,,
10548,1/18/2025,Romil Chana,North,Lucknow,Books,Fiction,Fiction Dicta,2,48760,15,82892,14455,COD,,
10549,1/17/2025,Rohan Varty,East,Bhubaneswar,Sports,Dumbbells,Dumbbells Illum,3,50155,10,135419,26702,Credit Card,,
10550,9/29/2025,Dhanuk Kapur,West,Pune,Groceries,Oil,Oil Omnis,3,52170,20,125208,7747,Credit Card,,
10551,10/23/2023,Sana Gulati,East,Patna,Kitchen,Juicer,Juicer Nobis,4,75849,15,257887,55319,Credit Card,,
10552,8/1/2025,Vedika Jha,South,Bangalore,Furniture,Table,Table Nobis,2,31803,20,50885,4667,Credit Card,,
10553,2/12/2025,Bhavin Dhawan,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch Cumque,4,33238,0,132952,10594,COD,,
10554,10/31/2023,Eva Khatri,North,Chandigarh,Kitchen,Juicer,Juicer Esse,3,931,10,2514,535,Credit Card,,
10555,2/26/2024,Shlok Master,South,Bangalore,Toys,Board Game,Board Game Reiciendis,3,68870,15,175619,30597,COD,,
10556,4/16/2025,Aaryahi Madan,North,Jaipur,Groceries,Oil,Oil Pariatur,4,67896,10,244426,57853,COD,,
10557,4/5/2025,Manjari Bhavsar,East,Patna,Groceries,Rice,Rice Quis,4,50991,0,203964,50851,UPI,,
10558,1/22/2024,Shayak Mane,South,Hyderabad,Furniture,Chair,Chair Impedit,5,33293,20,133172,19316,Credit Card,,
10559,2/8/2024,Ehsaan Majumdar,East,Kolkata,Groceries,Rice,Rice Aperiam,1,24643,20,19714,3850,Net Banking,,
10560,7/27/2024,Bhavin Venkatesh,South,Hyderabad,Books,Fiction,Fiction Dicta,3,15699,0,47097,11282,Credit Card,,
10561,12/25/2024,Pranay Chauhan,South,Bangalore,Furniture,Cabinet,Cabinet Non,4,37952,10,136627,26816,UPI,,
10562,9/23/2024,Kiaan Saini,South,Bangalore,Furniture,Chair,Chair Vero,4,37379,20,119613,14359,Credit Card,,
10563,11/16/2023,Shayak Lal,West,Pune,Electronics,Camera,Camera Fugiat,5,24751,10,111380,16794,Debit Card,,
10564,11/20/2023,Stuvan Ray,East,Kolkata,Home Decor,Vase,Vase Nam,3,44679,0,134037,13699,COD,,
10565,7/28/2024,Riaan Srivastava,South,Bangalore,Home Decor,Lamp,Lamp Similique,5,74779,20,299116,25441,Net Banking,,
10566,1/3/2024,Armaan Kara,South,Hyderabad,Home Decor,Vase,Vase Modi,4,18763,5,71299,10868,Credit Card,,
10567,2/7/2025,Hansh Ghosh,East,Bhubaneswar,Books,Non-Fiction,Non-Fiction Velit,2,51862,0,103724,23260,Debit Card,,
10568,11/8/2024,Aaina Chopra,West,Ahmedabad,Kitchen,Cookware Set,Cookware Set Aspernatur,1,51596,5,49016,10827,COD,,
10569,2/5/2025,Vritika Cherian,North,Lucknow,Toys,Board Game,Board Game Sed,1,75253,10,67728,8682,Credit Card,,
10570,2/5/2024,Vivaan Gole,South,Chennai,Sports,Yoga Mat,Yoga Mat Provident,5,24211,20,96844,20979,Credit Card,,
10571,7/19/2024,Rasha Rana,South,Chennai,Books,Non-Fiction,Non-Fiction Incidunt,1,48566,15,41281,5692,UPI,,
10572,5/27/2025,Raghav Kari,North,Lucknow,Kitchen,Mixer Grinder,Mixer Grinder Illo,5,2378,15,10107,2267,Net Banking,,
10573,10/14/2023,Saanvi Gulati,North,Delhi,Books,Fiction,Fiction Cumque,3,43593,0,130779,24348,UPI,,
10574,7/1/2024,Jayan Doshi,West,Pune,Kitchen,Microwave,Microwave Nam,5,13873,5,65897,6174,Debit Card,,
10575,2/18/2025,Ryan Sem,East,Patna,Toys,RC Car,RC Car Eligendi,3,60446,10,163204,26150,COD,,
10576,7/27/2025,Onkar Buch,West,Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Asperiores,2,20211,15,34359,4217,Credit Card,,
10577,12/3/2023,Rati Bawa,North,Chandigarh,Furniture,Table,Table Excepturi,2,69027,5,131151,8563,Debit Card,,
10578,3/4/2025,Shamik Tak,East,Ranchi,Books,Biography,Biography Laudantium,2,43919,15,74662,14278,Debit Card,,
10579,2/24/2024,Amira Kala,West,Pune,Toys,Action Figure,Action Figure Quidem,5,41431,20,165724,23182,UPI,,
10580,1/12/2025,Samiha Bhagat,North,Lucknow,Books,Textbook,Textbook Dolore,4,78377,0,313508,31019,UPI,,
10581,6/26/2024,Kiaan Khosla,West,Mumbai,Home Decor,Clock,Clock Modi,3,18772,5,53500,11704,COD,,
10582,4/17/2024,Charvi Raman,East,Patna,Home Decor,Cushion,Cushion Minus,5,68153,0,340765,26431,Credit Card,,
10583,10/20/2023,Pihu Gola,South,Hyderabad,Electronics,Mobile,Mobile Deleniti,5,71988,20,287952,45956,Net Banking,,
10584,7/9/2024,Neysa Saraf,East,Patna,Toys,Action Figure,Action Figure Totam,5,50927,0,254635,53140,Credit Card,,
10585,4/18/2025,Fateh Maharaj,North,Amritsar,Furniture,Cabinet,Cabinet Quos,2,6450,15,10965,1856,Credit Card,,
10586,4/16/2025,Manikya Chacko,North,Amritsar,Sports,Dumbbells,Dumbbells Accusamus,3,28399,10,76677,15750,COD,,
10587,6/8/2024,Azad Anne,South,Coimbatore,Books,Biography,Biography Consectetur,4,30828,20,98650,15473,UPI,,
10588,6/17/2024,Mishti Grover,North,Jaipur,Books,Textbook,Textbook Ut,2,50829,5,96575,6508,COD,,
10589,12/23/2024,Shaan Sharaf,South,Chennai,Electronics,Camera,Camera Et,5,74570,10,335565,56792,UPI,,
10590,1/22/2024,Amira Ganesh,East,Patna,Books,Comics,Comics Unde,1,54162,15,46038,7592,UPI,,
10591,1/6/2024,Pari Mane,South,Hyderabad,Clothing,Women's Wear,Women's Wear Enim,3,48740,0,146220,26678,UPI,,
10592,2/18/2024,Vardaniya Date,West,Goa,Clothing,Accessories,Accessories Animi,1,14717,15,12509,2312,UPI,,
10593,5/28/2024,Mamooty Kapur,North,Delhi,Electronics,Laptop,Laptop Voluptas,3,8775,0,26325,5599,COD,,
10594,12/9/2024,Ritvik Majumdar,South,Thiruvananthapuram,Toys,Doll,Doll Hic,4,6022,5,22884,5031,Credit Card,,
10595,2/17/2025,Raghav Rama,East,Guwahati,Home Decor,Wall Art,Wall Art Est,3,67998,15,173395,26088,Net Banking,,
10596,10/26/2023,Ishaan Banik,South,Bangalore,Books,Non-Fiction,Non-Fiction Vel,1,31356,15,26653,4348,UPI,,
10597,12/29/2023,Khushi Kale,North,Jaipur,Clothing,Men's Wear,Men's Wear Facere,4,24884,5,94559,8200,Net Banking,,
10598,8/4/2025,Anvi Tak,East,Guwahati,Furniture,Sofa,Sofa Quibusdam,5,10789,5,51248,9806,Debit Card,,
10599,2/13/2024,Aaina Raval,North,Jaipur,Home Decor,Lamp,Lamp Consequatur,2,53243,5,101162,8121,Debit Card,,
10600,7/26/2025,Ishita Choudhary,North,Jaipur,Kitchen,Cookware Set,Cookware Set Fugit,5,57074,15,242565,17023,UPI,,
10601,9/25/2025,Jayesh Bath,South,Bangalore,Books,Non-Fiction,Non-Fiction Recusandae,1,16702,20,13362,2755,Debit Card,,
10602,1/5/2025,Kanav Suresh,North,Amritsar,Furniture,Chair,Chair Assumenda,4,30279,20,96893,14303,COD,,
10603,9/29/2025,Anay Bhakta,North,Lucknow,Electronics,Camera,Camera Sit,5,18169,5,86303,16365,Net Banking,,
10604,2/24/2025,Azad Bhatti,South,Thiruvananthapuram,Sports,Tennis Racket,Tennis Racket Exercitationem,1,47332,5,44965,10363,Credit Card,,
10605,4/20/2024,Miraya Ravi,West,Ahmedabad,Books,Biography,Biography Optio,1,78056,20,62445,7678,Credit Card,,
10606,3/29/2025,Taran Bedi,West,Goa,Books,Non-Fiction,Non-Fiction Debitis,3,9734,15,24822,3183,Credit Card,,
10607,12/22/2023,Veer Sule,North,Delhi,Toys,Action Figure,Action Figure Corporis,5,23521,0,117605,22119,Net Banking,,
10608,6/16/2024,Ela Lanka,West,Pune,Clothing,Men's Wear,Men's Wear Harum,3,55690,20,133656,30876,Debit Card,,
10609,7/16/2024,Hansh Bobal,West,Goa,Electronics,Camera,Camera Voluptas,2,57107,10,102793,9118,UPI,,
10610,8/10/2025,Vaibhav Viswanathan,North,Delhi,Furniture,Cabinet,Cabinet In,5,47580,10,214110,52461,UPI,,
10611,7/5/2024,Sahil Chandran,South,Bangalore,Sports,Tennis Racket,Tennis Racket Quibusdam,4,24758,10,89129,17634,Debit Card,,
10612,4/17/2024,Fateh Iyengar,North,Amritsar,Groceries,Oil,Oil Natus,5,61341,0,306705,54810,COD,,
10613,1/22/2024,Riya Magar,East,Guwahati,Kitchen,Juicer,Juicer Minima,1,48742,20,38994,2501,UPI,,
10614,2/17/2024,Urvi Krishnan,North,Chandigarh,Kitchen,Refrigerator,Refrigerator Temporibus,1,70950,15,60308,3767,Net Banking,,
10615,8/29/2025,Madhup Subramaniam,South,Thiruvananthapuram,Kitchen,Mixer Grinder,Mixer Grinder In,2,20177,0,40354,7569,COD,,
10616,3/5/2025,Aaryahi Das,West,Goa,Toys,Puzzle,Puzzle Temporibus,2,43083,10,77549,9065,Net Banking,,
10617,11/27/2024,Manjari Gera,East,Ranchi,Beauty,Lipstick,Lipstick Ab,4,42939,15,145993,26081,Credit Card,,
10618,3/9/2024,Kismat Mand,West,Goa,Beauty,Face Cream,Face Cream Ipsam,5,4438,15,18862,3783,Net Banking,,
10619,10/26/2024,Divij Gulati,North,Delhi,Furniture,Bed,Bed Distinctio,1,9310,5,8845,503,Credit Card,,
10620,7/14/2024,Shlok Keer,East,Kolkata,Kitchen,Microwave,Microwave Nihil,2,59992,20,95987,23976,UPI,,
10621,6/8/2024,Alisha Rajagopalan,South,Thiruvananthapuram,Furniture,Bed,Bed Id,5,3356,15,14263,2971,Net Banking,,
10622,8/3/2024,Taran Iyengar,East,Guwahati,Clothing,Women's Wear,Women's Wear Ducimus,3,61043,5,173973,38352,Net Banking,,
10623,3/10/2024,Zaina Chanda,South,Thiruvananthapuram,Toys,Puzzle,Puzzle Excepturi,2,52113,5,99015,8489,Net Banking,,
10624,1/6/2024,Aarna Khare,North,Jaipur,Groceries,Spices,Spices Dolor,1,39768,0,39768,5768,Credit Card,,
10625,10/30/2024,Abram Date,West,Goa,Electronics,Laptop,Laptop Reiciendis,5,71640,0,358200,58880,Net Banking,,
10626,12/14/2023,Jivika Magar,West,Goa,Beauty,Lipstick,Lipstick Modi,3,50003,5,142509,16380,Debit Card,,
10627,11/4/2024,Lakshit Wagle,South,Hyderabad,Furniture,Sofa,Sofa Dignissimos,5,55331,10,248990,16310,Debit Card,,
10628,7/3/2024,Sara Kannan,East,Guwahati,Electronics,Mobile,Mobile Exercitationem,3,64330,20,154392,12756,Credit Card,,
10629,3/18/2024,Indranil Kakar,North,Lucknow,Furniture,Bed,Bed Sapiente,1,2233,15,1898,439,UPI,,
10630,6/19/2025,Advik Subramaniam,South,Bangalore,Books,Comics,Comics Vitae,2,69355,10,124839,12059,COD,,
10631,10/7/2024,Madhav Jani,East,Patna,Beauty,Face Cream,Face Cream Magni,1,38873,20,31098,2237,Credit Card,,
10632,10/18/2023,Kartik Lall,West,Goa,Kitchen,Microwave,Microwave Consectetur,2,54696,20,87514,18437,COD,,
10633,11/8/2023,Vedika Atwal,North,Chandigarh,Sports,Cricket Bat,Cricket Bat Labore,4,35062,5,133236,32120,UPI,,
10634,3/27/2025,Ahana  Sampath,West,Pune,Books,Textbook,Textbook Placeat,2,3935,0,7870,844,Debit Card,,
10635,3/14/2024,Nishith Kara,South,Thiruvananthapuram,Books,Non-Fiction,Non-Fiction Reprehenderit,5,57996,0,289980,60817,COD,,
10636,5/8/2025,Anya Sandhu,West,Mumbai,Toys,Puzzle,Puzzle Veritatis,1,74462,20,59570,4505,Credit Card,,
10637,1/24/2024,Kiara Keer,West,Surat,Clothing,Shoes,Shoes Voluptas,2,32039,20,51262,5086,Credit Card,,
10638,8/25/2025,Rhea Saxena,East,Ranchi,Clothing,Shoes,Shoes Voluptate,1,55302,15,47007,10278,Debit Card,,
10639,10/20/2024,Oorja Sandal,West,Ahmedabad,Groceries,Spices,Spices Quo,3,60596,15,154520,30780,Credit Card,,
10640,2/28/2024,Kanav Sanghvi,West,Surat,Toys,Puzzle,Puzzle Quo,3,63987,15,163167,34854,Net Banking,,
10641,7/25/2025,Elakshi Chatterjee,East,Kolkata,Books,Biography,Biography Veniam,2,2216,0,4432,1076,Net Banking,,
10642,5/27/2024,Hazel Varma,East,Guwahati,Kitchen,Juicer,Juicer Distinctio,1,62090,5,58986,7879,UPI,,
10643,11/6/2023,Abram Balasubramanian,North,Chandigarh,Toys,RC Car,RC Car Necessitatibus,1,6142,10,5528,924,Credit Card,,
10644,5/7/2024,Diya Sagar,North,Chandigarh,Clothing,Accessories,Accessories Sit,5,73310,5,348223,24672,Credit Card,,
10645,9/3/2025,Mamooty Zachariah,South,Thiruvananthapuram,Books,Comics,Comics Libero,1,29735,10,26762,4031,Net Banking,,
10646,3/2/2025,Tiya Warrior,South,Coimbatore,Clothing,Shoes,Shoes At,1,13768,0,13768,1659,Debit Card,,
10647,12/3/2024,Rhea Sabharwal,North,Jaipur,Toys,Action Figure,Action Figure Molestias,5,64144,15,272612,18473,COD,,
10648,10/13/2023,Lavanya Desai,North,Lucknow,Books,Fiction,Fiction Consequatur,5,23990,15,101958,5116,Credit Card,,
10649,10/29/2024,Ivan Shenoy,East,Patna,Groceries,Spices,Spices Ullam,4,23799,20,76157,9593,UPI,,
